tanb	M1	M2	M3	mu	mA	msq2_11	msq2_22	msq2_23	msq2_33	msu2_11	msu2_22	msu2_33	msd2_11	msd2_22	msd2_23	msd2_33	msl2_11	msl2_22	msl2_33	mse2_11	mse2_22	mse2_33	tu_11	tu_12	tu_13	tu_21	tu_22	tu_23	tu_31	tu_32	tu_33	td_11	td_12	td_13	td_21	td_22	td_23	td_31	td_32	td_33	te_33
41.8415795	482.33617	2276.89426	2402.1123	-3742.20886	1209.69588	9527530.52	3520829.0	223.754329	1677464.27	9998697.32	6168536.61	4009738.27	4424812.39	5440789.21	140.783534	5758664.5	9369650.25	8033810.07	8551513.84	6035779.38	259473.764	1107127.89	-9501.61676	-37.3360433	22.2003206	3.5946769	3497.47277	72.5831559	-60.7788189	76.8972232	4995.29448	349.539166	-25.8310681	46.929522	25.8757942	9201.60583	45.1225198	11.7731764	-68.964877	423.634002	2726.34043
5.63632981	3501.0841	192.71579	3637.60178	7326.39897	2827.61766	7039648.11	1541049.38	820.93139	6122132.99	4610519.06	349248.042	7951683.46	9449094.44	6058432.19	716.557882	7811636.7	5485667.34	5596237.11	4823155.05	1496826.33	6251321.83	7878159.49	5173.59927	-8.71757081	27.1207896	-30.6759432	-1247.1309	-23.6935035	29.6047877	85.5972804	1786.18052	-8712.30722	71.2235051	66.8873236	87.7957043	-9773.55641	-26.3379115	-78.3049862	-55.494977	8367.013	-4009.58328
5.80899282	520.668078	4772.92383	2695.18269	-8569.57167	1268.85543	5455605.3	9795398.09	527.163696	7317555.04	840920.652	1774163.34	8923368.78	5409327.03	9455733.04	222.745423	8594109.83	7564912.1	8869554.61	2343131.91	452513.414	3239398.92	8328603.14	-2582.86353	-60.439877	23.5264358	65.4549331	690.690821	-67.7734032	52.3194048	-87.1089782	-249.720522	2043.81248	95.7418005	49.2700333	-46.6900693	6963.05811	83.5276778	-28.4292982	4.32396618	-7495.98917	-4728.24022
41.4582918	3593.95699	2884.91616	4025.19359	83.1663609	1651.50472	7156250.9	1033045.84	940.565646	9541109.62	7176221.83	1345425.82	3606088.03	9004120.65	526795.796	315.804094	5518956.29	9028886.14	3455102.03	3368575.13	7631033.51	7725015.98	8608042.21	-4446.01655	-33.991158	-25.4676461	39.6374226	-6352.93216	-29.3285966	-12.8130198	-86.1333385	8613.36112	341.510773	5.27869463	20.4653502	-24.2691994	-5060.20904	93.9004064	7.49659538	-95.2974644	3949.16177	9562.83569
29.6222299	4829.55514	82.9589437	3984.18999	-4094.63465	2959.07079	6929186.89	7544716.12	115.846485	7057295.07	9841785.82	8096605.5	8708426.16	5458492.75	1155536.78	507.159889	5144009.27	7594924.78	1513067.27	5889133.2	305139.626	7269275.08	8735010.16	9729.86817	49.4794369	-55.7011813	-38.5665715	3164.44874	9.56671238	62.7579689	-56.8897575	-9410.60577	-8949.6991	-93.2713509	-41.0353661	-21.1150289	-2050.00043	-61.4085346	-13.89516	22.7864623	2048.01202	7654.65856
7.25232337	3505.83148	62.0006155	3505.24464	4081.81071	3431.69485	6905642.7	6133413.24	113.112599	1140831.86	9266107.86	7336387.45	7004696.28	6104718.66	3728617.56	804.974973	2334879.85	7067259.08	8577637.59	6545895.31	1852966.81	8513227.67	9773846.15	-7915.19821	-97.0921909	-38.8582766	47.459197	-7230.4818	-35.38149	60.9409571	-90.1367061	831.215382	-2356.40943	-11.1402452	-77.5283694	96.21557	-3082.6658	-72.1314996	-5.76004982	-34.1130912	-4971.79508	-1529.92308
12.9711489	62.0011768	1986.99545	2357.27898	7.20381737	1183.39113	1418106.25	1709701.62	458.832413	1322842.14	4041350.17	9307257.31	1981800.51	5169845.25	7868144.37	430.203319	9778774.8	1119040.1	6682147.78	6237199.38	5308711.35	1663360.81	6869753.31	-5422.71823	-39.494431	-16.6955948	73.9566803	5964.22553	90.0557876	-57.909745	-30.2755952	-911.061764	-3138.81695	-67.4717546	-76.3096541	28.5882354	3395.55144	78.0067325	27.9973149	-53.1436414	-5237.08284	4568.12024
35.4389255	3731.17529	490.50317	1163.85036	3472.13507	3797.56143	891548.733	9201912.52	201.441005	1750630.53	5455886.27	447015.032	3752369.77	8777702.75	5890897.48	594.755113	1818812.94	6413115.37	5001332.08	2993326.52	9177611.35	9503550.73	2246219.27	1475.95286	-20.4163134	21.3466644	7.66521692	-787.221789	74.8728752	-10.5869174	-57.662496	-200.313926	5253.8538	16.0163403	53.1883121	-94.6259342	-1587.39209	-17.5657332	97.5934148	-67.2459155	4307.35946	-1271.78788
55.599728	83.6259022	1439.18544	259.803947	8788.11479	3610.96533	7570455.53	8692290.75	823.300719	7552568.95	4139999.94	1384084.11	1539486.61	5999344.06	1286956.18	420.413256	6891089.18	1382364.23	9466707.08	7063272.76	8677022.57	8599251.81	9184824.04	-2627.26545	63.1585002	-51.7299831	98.9814997	3089.06674	93.4448481	31.9933057	42.1068907	4465.02566	-5809.99225	-13.2910788	54.018414	9.20779705	-875.538588	-93.1124806	32.7024579	0.48609972	-4663.76662	-1372.91193
45.7443146	291.674693	3927.87455	2259.40141	316.222906	4741.2414	6231225.27	4196318.01	516.938448	9569859.04	3354274.03	9914145.73	774891.167	6696552.89	6709983.47	58.4668219	7550053.06	3772583.29	4030537.7	6132900.05	2621253.01	7200241.07	7828503.51	7762.90298	28.5621762	19.6883321	-84.1736734	7673.59853	-70.1151222	-47.066462	-65.6974137	800.744295	-7605.64551	78.1714082	-20.6593037	52.1488547	-3072.34645	-80.9375003	30.8167577	43.8956022	5965.60836	562.109947
2.06071987	587.516551	730.205808	3932.73699	4450.15632	4818.56568	5815503.88	5663813.14	124.141743	9284518.56	9780801.01	8704251.18	6232576.72	966248.75	6440064.44	291.411678	1681109.87	6927923.42	2481299.47	3179310.55	5691369.27	9490032.78	5678865.26	-5219.91423	-45.1050192	34.5489082	-63.2560223	-1383.40668	-37.1125769	-1.28514235	86.4155728	8853.79671	-2231.49963	74.8228994	96.3516731	60.1965201	-3576.17944	-60.9618403	77.9324028	-67.2767214	1157.29094	-6975.57749
17.5096291	3869.82767	114.71712	3914.73857	-4382.50786	2154.06298	6028583.66	781183.923	209.049213	2931741.91	5613724.54	8608054.42	4567812.84	4612001.82	6043714.34	631.922462	5589630.67	1114553.34	115611.849	8240475.15	557245.038	287603.833	6494396.27	9969.29269	-39.8943826	-86.1162513	-13.6847137	-5245.35829	-86.8415843	46.2139298	69.0494264	42.7963062	-2911.38041	-76.6578558	63.2939267	-97.0823235	628.044755	-6.43071113	-48.1290642	-62.3884509	2820.32579	2792.65045
6.3852289	1046.93514	1468.07419	943.19957	9569.09116	1413.81314	4229642.26	8031507.03	407.3375	8955532.59	5482538.79	1704406.76	9769414.65	6398159.96	9502897.17	410.316075	7110970.82	4409769.29	2669821.57	5156011.26	5488757.87	6512411.62	6108735.77	-5844.91929	39.8619318	50.535016	22.2444393	-3882.10417	-61.8374747	-5.23672652	68.3690212	2343.9944	-7982.13494	35.7335287	-0.27208111	-96.3326113	-3792.91228	70.5657508	-35.5605976	-27.7782897	426.144133	-4903.81777
19.6314342	2457.43796	421.981758	1554.09996	-6924.53355	2050.11429	3966475.26	5204953.82	936.164975	9114227.21	1978418.28	3405631.27	7223089.09	5866604.06	4887105.1	52.673988	5449849.57	9855928.07	982714.094	3944988.0	8969996.14	2018352.99	1068600.4	-3130.02944	21.0044384	49.7272611	-31.2159538	2175.45986	-68.6012626	-70.8864778	74.89115	8845.91341	1271.88206	97.4792957	-48.7274647	-55.4469287	6198.44794	24.4122028	64.7560835	-96.7132591	1744.26675	550.528765
11.0203125	3761.00561	2452.02657	4973.75091	10.869503	4951.59967	8724854.23	5130682.41	60.8826689	7931893.88	5534785.94	9705985.74	8901000.28	5663826.32	3038082.3	616.606295	1382743.61	9009169.12	1924711.01	1028814.62	6141669.59	2664987.18	5106865.82	9568.6841	88.3383036	30.7127476	-92.8220056	-8872.81857	62.8420115	84.2501163	-78.207235	9789.74581	1652.81296	-43.1796491	-33.0653548	-68.126744	-7166.17733	18.2617307	2.6345253	35.1063609	2676.23067	5828.03011
40.9017174	2322.21267	665.970031	2889.93543	5261.86824	2879.87948	6903734.18	9783468.62	664.43336	7450639.47	9042902.62	2230574.1	5509390.44	9859161.0	4279245.42	438.068926	6939643.23	7227565.36	3587038.57	2588747.65	1294059.94	619819.164	2462537.86	4135.16998	-48.841548	13.1703734	-43.6031818	6134.06062	18.4677958	-37.9741192	-81.5792069	8737.29587	8083.21714	-15.9993351	-67.2064871	89.2584324	3577.32177	87.8415942	-54.3464899	-21.4397013	-6431.37574	-701.047182
34.9586487	525.734622	2479.56058	4448.19821	-5818.3071	3281.08602	4037659.19	3932970.34	119.059809	8537109.22	5548636.72	3034948.02	7187339.78	5302965.52	9114611.06	72.1260011	4361473.08	9785702.58	2349608.6	9129099.02	1205456.81	5286393.21	8232651.74	3758.93354	-24.3181109	-62.1263653	85.6256008	-4990.86618	-93.1352824	-53.5266012	25.1926064	-3164.58881	-5892.95119	51.5611649	-73.4111816	93.4794784	-8806.69303	-43.9499676	-13.9082491	-67.7549332	-8148.92665	-7416.15713
57.5565053	958.767524	398.375811	2845.37243	6241.19401	4228.77414	9566248.22	4823578.21	667.073667	4641269.69	6940112.31	5512395.08	3849348.84	5837661.52	2580190.89	338.376015	2400888.65	4958118.85	7304110.66	2584167.97	5123238.46	9769042.66	7919569.55	7965.62076	-2.84389853	22.4667311	-12.3846471	1465.60907	-15.1038885	44.357729	-72.0160842	1548.44046	2024.95217	-83.1464216	88.0141377	-43.8069522	4208.56833	-99.2705246	15.1400089	64.4753218	804.915428	-235.83591
24.2481568	812.027819	272.346224	3247.74852	859.109163	1972.2849	2173486.09	3530778.91	914.199948	5680434.39	6096374.09	2830516.27	9788497.42	8390344.38	8438352.47	96.709244	320495.045	8818495.76	3168613.08	8946290.42	8962670.21	7886385.6	8763896.67	-3089.39576	3.52951288	70.4733849	62.8553867	-4822.69764	-91.6687839	-10.5664432	38.669467	-9048.50632	281.717777	88.4805918	-23.9868462	76.373744	-5579.22512	-72.88481	-74.2802888	61.7978454	-1750.53895	-1972.20743
59.2422864	1299.35778	3099.09141	2496.73783	-1136.8978	3998.19155	1387208.55	2739997.69	949.967802	3365152.37	6083578.89	6050267.97	3082306.12	3691733.08	7360800.67	407.020211	6761430.11	8515614.21	5960328.44	3726637.21	9203798.98	9864031.24	1957727.18	-7419.9751	8.26120377	80.3838015	-47.6767659	4498.99673	-26.3447642	-25.7499456	-55.9203893	-80.6111097	704.114437	80.1598549	94.1809058	-83.3629176	-1626.59526	-9.13370848	-3.684026	-33.1327677	1747.68925	3945.68563
18.5068547	168.102824	3151.07533	2970.75449	9289.55197	3548.19877	8095523.09	8285350.06	983.39951	6648934.02	2133190.77	3277882.21	6113461.38	3917657.46	4900877.51	869.765043	4142948.55	8513705.1	2149575.03	5960090.62	7194337.89	4109259.15	5200383.98	-695.227385	5.8214426	-12.4895811	60.6193304	6286.41844	5.98692894	-61.0437661	-9.08280611	1202.73113	289.354324	-53.5131007	-41.33901	56.9701672	1251.72019	-38.6888623	-92.5973475	13.0086184	7822.15714	4417.94872
8.3725543	317.954246	4136.55137	929.305785	-8356.64302	1677.44755	1613595.76	9327910.11	892.735481	7607988.2	5611764.56	8262000.18	4288211.96	348077.712	8618520.6	125.048116	5133662.01	1469565.7	1936053.21	3386200.35	8685839.2	355767.417	6902670.84	-1164.35826	19.9292421	33.7373614	-97.3482143	-3553.37143	14.5382285	-95.0684827	57.4396253	351.336002	1309.65948	54.6383619	-92.8710148	-13.0209267	2909.4398	-8.67568851	36.3187313	79.2405963	-4139.25111	8959.26118
9.65256709	3852.04024	568.36638	4969.18807	2114.97903	838.359447	8184104.84	4062017.57	336.805999	4493296.68	3135559.36	9032877.22	4253717.01	4254835.48	7984589.23	994.540632	9467446.77	7929265.35	5884555.61	8944465.94	9681211.92	5720065.12	5720299.96	-9098.11087	88.4211421	-57.4880153	93.6614871	4348.25301	-94.6580593	51.3006926	-36.6099775	-330.989361	8434.76653	92.1211958	-58.2319885	15.6352639	2533.44297	-37.0842695	9.19746161	-53.5743088	1905.29227	-364.114046
56.9931102	2102.68048	629.78618	2380.23052	5345.65568	4821.50194	3810440.81	3409811.6	110.98823	2259669.07	3233928.99	1663218.06	7956245.71	1560320.76	2552353.12	406.697214	4699804.14	3169932.42	435880.548	4468573.51	7220950.5	8184692.54	4618981.65	-2382.26771	-93.0889554	-92.5756708	-27.7433038	-5805.99517	58.7510705	-70.2755362	-92.2530293	17.9481506	2948.0958	-16.7838097	18.6132669	53.5459757	2359.80749	-31.8687856	91.7768955	-97.1515544	2103.43599	6068.55035
51.0891029	999.885453	2177.50825	2317.86802	-501.574874	3169.463	1870914.93	9234794.28	641.571164	6351522.33	8764654.83	3894599.04	1122504.36	7374426.75	3610601.54	45.1700017	2234646.85	4861224.72	9768351.25	2493119.95	529098.636	6232044.83	8499614.1	-2326.04802	-83.6529791	77.525878	53.0641675	-8398.33796	-51.2510836	-30.8714092	-21.3034272	350.373983	3635.91909	-81.5860972	88.0398035	21.5674281	-4240.02349	-62.9054457	-11.4896297	-0.123870373	6808.09855	-5390.36721
11.343851	2014.95697	368.582591	4152.15207	-7695.45242	691.088	7035219.52	7232293.15	280.769378	9423414.27	5314173.47	4256290.71	5420236.49	8581061.84	8150571.6	227.307752	3534084.85	5554435.6	6726006.82	4402686.0	7244498.27	8216696.33	5859122.56	1251.1766	39.3036604	30.2040577	1.14798546	-5769.31447	46.0094571	-20.6987679	88.3856773	-8771.73796	6293.08939	-37.4716997	-51.9435883	-46.1743653	9729.532	-52.3244023	-60.4750067	34.1094255	-204.08392	5024.46771
2.28222675	112.691325	1987.33283	1649.6843	-9808.05201	3462.85139	6411456.59	2554381.14	863.6325	7483601.7	920157.856	799132.506	3437408.27	423203.549	6818065.87	376.982391	6116428.47	4931196.0	4874983.12	7558379.15	3886411.53	6017392.17	8936847.95	886.670351	-0.773739815	-9.62206125	-14.2694712	-832.634568	26.6182423	23.8292336	95.3548908	-256.586075	332.686901	-50.8048326	-4.77158427	-87.3405486	5790.01188	-36.9766176	9.57283974	19.7502017	6294.82508	6634.31644
11.5545974	2211.09712	1816.20465	735.938518	509.717464	4857.28033	4052632.62	9108343.7	757.084668	619831.905	8801899.61	5608355.81	3346770.18	7889484.41	6136574.64	906.070948	4013724.29	7455043.61	7981165.57	6298576.65	1861418.51	5053170.92	4238335.29	9857.30767	-15.8484042	1.70955658	-48.6175954	8996.01221	-77.1638379	28.7579179	-26.1227608	166.621208	-476.436615	63.8625979	86.4186525	29.613781	8305.48525	-23.3970881	-25.3801107	-47.6295292	2738.13009	469.477177
20.4924761	554.201329	4497.37332	3856.33518	-6868.4715	4186.23101	5060255.45	529791.57	801.921844	7603408.82	4357771.67	3803555.35	2966657.28	3638870.55	2930218.94	748.433471	7881523.69	3748276.46	5322735.59	4562092.86	4818681.14	7942188.1	2892500.31	2884.66096	37.5486016	37.7799749	95.8721876	3793.49589	-37.511462	56.8670154	56.9250941	680.180788	6865.85903	40.3113365	-85.2079064	46.1987019	8280.98893	-8.45429301	69.8601723	-57.2839797	-2174.64566	-1005.96428
10.5198378	499.267274	2138.12311	1775.01724	6050.89307	1590.07293	8699207.2	7559406.73	94.6267843	9599525.76	2554345.38	8083860.37	9802655.17	4820422.47	8328210.14	803.761005	2094214.79	3983251.42	8998537.54	4449666.51	3585129.45	7473660.94	3551522.9	5544.69585	-11.9616568	91.2759781	92.7242875	1014.80961	-8.43805075	-56.1256319	-64.8650199	-9150.79892	-3722.66114	17.2337413	-34.5727623	-71.8516022	2223.05536	40.3737903	-54.1217685	66.6801333	5077.36683	-4183.47895
57.5915462	1343.88803	1071.51547	876.18027	-611.217022	4827.08917	7222235.56	7574190.32	734.935045	1863467.55	2637726.08	6240849.54	1444862.06	5149471.39	2572943.93	437.67792	4900145.87	5145434.41	2938925.01	5776945.86	2677622.65	5107088.74	4058830.84	1056.95605	-87.0992571	-16.4466202	-92.2192253	-4063.93647	-9.64056253	49.3173599	97.5861907	-492.856503	6305.93896	75.1024842	-43.1335449	41.1164522	-2809.62765	-24.4694769	23.4792233	-4.87065315	-4023.01848	5944.02075
36.8170033	582.949838	639.879822	1051.03831	-5355.97056	3001.33334	9585720.87	6650647.04	944.54366	5138318.88	8675889.5	2830374.11	6959115.28	7744982.74	9604952.11	60.1467527	7159933.83	6927259.3	6974331.6	2775559.25	5973318.55	6255240.34	4785992.49	-2202.34573	-94.4650315	60.112536	-40.4365599	1425.91715	-94.4680337	-50.8172274	-7.51725435	-2335.16514	9951.52116	33.5643053	35.5110168	-58.8553578	-7443.15863	-12.7749205	-87.8570072	56.9856644	4012.40826	1835.59299
5.43359179	2629.03953	164.330284	4392.09224	1517.38524	630.005655	3977647.15	3991525.36	837.556958	5112428.07	8427770.36	7820482.0	7644396.14	3896605.61	879879.079	957.356453	6724731.89	5965559.3	6166793.89	284919.865	4847930.93	2536480.85	3328092.06	-4628.30067	50.0413895	-27.8673232	3.54195833	-9722.10091	-53.4600109	-91.0777941	65.4886246	8997.55597	-1473.97518	-37.9663289	-36.5524054	92.0394659	4651.56913	-98.0918841	-51.4338851	83.9993477	7347.79358	576.554537
7.35103221	134.342852	3725.5199	4065.11291	4567.61479	4183.78717	7694179.82	1124398.43	461.803555	1875633.03	3599621.58	6886760.73	2570973.42	8745455.77	1447589.09	654.239237	3404371.83	6825654.66	3594042.05	9479958.25	7146446.63	839150.813	3929552.64	3249.1672	-56.9573671	-37.8709018	9.65052843	-9949.56811	43.0132627	-92.4001239	35.2921009	-648.303628	8970.88528	22.4850774	56.2003851	-22.6873994	506.464243	99.3549228	-28.6134839	6.78116083	9313.44867	-2708.76706
4.20798485	2658.00981	298.010299	2552.95532	-5753.12614	2083.86662	7286820.13	5180776.63	274.528831	6782981.74	93994.5746	223052.632	2604809.45	7209581.03	7537973.71	120.11344	2429718.38	3482592.61	7756436.85	811300.3	4158807.4	7967865.52	5184520.36	-3260.54037	30.0851107	5.72069883	-95.1019637	1969.98835	-46.1308241	-90.1813596	-48.7536192	-7650.2344	5596.86899	63.9750838	86.9625092	-26.4775515	-7319.29034	41.2357211	30.6736112	3.99587154	1626.44863	-2948.22037
22.1032181	523.090041	1537.2859	3164.8677	-8141.62254	1370.2274	4419847.2	5230100.77	11.8848598	8299567.42	7081255.3	3617159.18	5926536.53	4430288.94	7340978.15	636.685014	4658869.57	2200755.24	389702.833	509908.293	3886326.89	9666061.76	7711065.06	9314.55016	66.3933635	-40.5680358	-4.33719754	7409.10411	-99.0879237	94.0298557	-44.4819689	-3491.97328	8324.579	9.42403078	-14.2560959	-2.94998288	-4506.61719	-20.897162	72.8444457	97.2787857	5745.31198	327.306986
42.3291898	4381.98466	4622.80111	4849.81987	-467.430353	883.223389	9818290.5	5086362.62	293.205172	2567901.43	4591406.43	2519775.33	9037426.2	9963392.98	3910641.17	167.758867	6423245.08	3031495.76	7940488.19	4966675.01	5183979.15	5941318.33	860843.558	6472.42188	-11.6006315	-99.0365844	96.5033412	8571.42806	59.5245242	-94.1983331	41.7706847	-316.049457	-4164.9574	95.169735	95.6258416	31.3343167	8108.01148	38.1952405	93.2038426	-14.7903979	2646.62266	2841.02798
21.5333496	3672.24281	2723.62324	3978.44728	-113.819838	2850.69471	6228660.51	2679955.55	7.90651795	1267331.4	2564679.23	8439424.15	3616962.78	4260471.94	9276998.12	829.932749	9163500.09	3250743.89	906175.343	9733491.22	8487743.96	3231158.59	5997740.71	5138.70001	65.157187	-46.2564826	-98.2850116	-1823.29357	-42.1173275	69.8466897	-28.3142805	990.748405	-8954.23494	58.2855582	-31.4894736	-73.5942006	-420.726538	-45.189923	-38.1735861	-40.3712273	2352.70143	7244.41767
50.3590113	649.483803	1916.0739	2630.21528	-3059.57437	2617.68126	1077100.08	4891007.67	939.287901	1794016.61	6576275.49	4668992.72	8243778.03	9918011.65	4441210.78	880.086184	6781582.83	2833367.43	4336651.57	1893024.6	2914299.6	6748154.5	5927540.26	-7805.51314	58.3294868	-92.7272834	63.171339	3444.18883	95.1820016	97.6054549	-0.285434723	-1587.134	-1676.40209	-54.799825	58.0374002	7.80857801	3569.00215	85.6288671	-92.5146893	71.0910678	1204.49901	-2417.3063
6.50223395	114.516986	126.810363	2026.81445	2371.60683	3557.63778	6817801.23	8968358.22	976.405263	1127779.4	2186517.92	3153421.2	9071199.05	2536949.94	3791532.31	137.896195	7201352.09	3633032.93	9219499.29	9954321.84	3881668.54	5151940.79	3819492.87	1937.58488	-33.6954355	11.6070747	-30.1399648	5388.27658	72.2390532	74.1454959	-50.337407	718.505383	685.113668	50.1787186	12.7811193	90.1480079	-3991.93287	10.1955414	69.5889235	98.4007716	1448.47393	-5375.41687
13.9526705	1024.90562	4726.46977	2493.4779	-252.432227	4263.96421	6329067.7	2805423.86	950.919569	2594298.27	4147787.5	7909613.29	3081885.32	1084640.82	1422956.82	586.635888	9880598.19	7661643.76	1651575.9	667496.741	2673069.49	5374917.15	9007460.86	-6080.02007	-81.9792092	0.450539589	-15.9659207	-7832.59481	-44.8590577	92.8532243	48.9755511	-5451.47866	-1668.72919	70.2687979	-33.1700206	59.6019387	-4146.38758	-24.3726075	-57.6347351	6.43371344	4280.28703	1593.28938
25.1353272	1434.39822	3550.90667	4422.43033	-6307.29526	1973.7104	2450300.85	9203181.49	56.9880381	5526348.39	9723527.81	4312803.99	8590556.17	9597409.22	9885790.89	520.646572	6041438.83	3165442.74	4488918.76	8068782.93	6250455.92	9459636.85	4443819.35	-8371.83654	64.3742085	26.8860817	-25.7358789	4574.00441	41.2504673	86.754632	87.7737284	521.293879	2747.17808	-31.946069	-0.221699476	33.441937	4593.47844	-89.5983435	-81.9002345	-30.8261096	-9016.40818	-5786.30537
30.9760321	2719.84816	478.010754	3390.69685	4313.82179	3346.45339	733472.239	5551488.78	346.972585	9450118.08	5294645.99	7836113.75	662592.147	7812719.16	7050807.17	823.324203	6319801.06	1212951.79	7577050.72	8501520.24	6001585.18	5226278.36	2687660.27	904.171467	-7.27770329	-42.8774416	47.7730155	3823.84419	-86.1218378	42.3424244	-34.4837248	-1215.31963	1683.5916	-76.9229382	-87.3009548	-8.63179564	723.416805	98.4850526	-78.5906479	-94.4390278	-6991.62632	-2563.89678
