tanb	M1	M2	M3	mu	mA	msq2_11	msq2_22	msq2_23	msq2_33	msu2_11	msu2_22	msu2_33	msd2_11	msd2_22	msd2_23	msd2_33	msl2_11	msl2_22	msl2_33	mse2_11	mse2_22	mse2_33	tu_11	tu_12	tu_13	tu_21	tu_22	tu_23	tu_31	tu_32	tu_33	td_11	td_12	td_13	td_21	td_22	td_23	td_31	td_32	td_33	te_33
56.874826	2495.09743	4765.47648	4253.92292	-1064.16659	2983.46561	1752134.97	7180686.43	341.502795	7923195.27	1178472.94	1828128.71	8934249.0	9319132.42	7641515.29	255.485676	3438148.27	9612893.44	2355190.74	9650585.8	7857782.85	9945732.75	3892307.71	-286.356019	-36.3229356	-24.5770491	94.062634	-4428.05088	-25.3182965	59.2010597	99.6716513	5421.69735	-1464.16535	-62.438601	60.9508569	-77.2998383	3190.05233	69.4938882	71.145304	57.5585324	-5001.74461	3512.59047
40.6469024	1660.69264	1273.33146	4023.74315	-299.77016	1544.23469	497924.436	4082057.75	919.846627	2003347.36	7446634.37	7944975.76	8413710.43	9290902.22	3820811.71	101.587342	761430.751	5281115.84	2818231.48	7749049.83	726213.985	2503221.27	4537062.27	-97.6161578	52.4056347	-72.7287169	0.307224875	-5299.33001	48.8681157	24.3871784	-66.5717511	-5272.95748	-6086.86865	75.4978583	62.4951696	-45.339205	-4893.9807	77.339174	99.8323602	86.9275436	5707.84454	-786.6566
15.5749014	285.148232	4310.42331	3274.14416	-7353.73618	2514.67431	2166586.7	1808597.54	631.508493	6696949.82	7425909.48	6052556.65	3767993.33	6097845.07	8477896.37	686.308765	9481194.59	5926666.32	8242881.58	1743816.85	9388486.32	4028528.13	6349162.96	6562.49828	62.0891879	-4.20078351	-53.2500494	-5828.32265	46.4495492	-84.9948975	-51.2262613	-921.479523	-4195.41132	-22.6153961	-66.8262894	61.6798918	-4112.1734	-76.6273583	63.6791294	-76.375453	-426.172079	-225.313889
36.0281063	578.279988	3517.32573	4043.18257	-1131.09991	1394.23311	3335867.69	6127868.13	419.516773	4354916.55	4176440.98	7599358.25	4491489.11	8158899.08	6843044.96	135.59784	4931650.12	7582242.05	497623.377	2935808.57	8320493.33	2570591.84	5184095.56	-7288.12804	44.1925179	40.7318268	-16.2400423	2809.02436	86.7268232	13.5527102	-63.9945055	-921.37879	5288.761	86.7881263	24.9676913	-21.1057797	1045.47325	-24.41057	9.36610816	-27.894488	4868.46907	735.773091
12.4057972	3419.50056	3555.9471	4032.23351	-1128.5496	4594.38077	8454496.28	1955703.36	335.123581	4391290.4	1661338.41	4321801.18	3409370.12	2927127.23	2077086.6	750.103296	1663649.47	6210326.69	7090435.56	9667292.77	3121409.52	5985859.96	8272202.46	6043.82829	98.2495926	60.7073449	-84.0936471	-3338.79066	37.4801616	63.2519791	-79.7826778	-2147.27674	-5897.32414	-4.17288761	-1.18630378	-10.3400661	-2798.44301	68.5438686	42.9283295	21.3288796	3755.66285	3004.16989
24.4052647	2978.02257	820.60166	2343.47657	1202.11935	1221.89294	6896755.22	1440572.24	572.155345	5332223.63	6906953.87	1741668.93	8982663.57	3117830.97	4317246.69	116.653457	2811296.45	2597730.48	8236044.56	9509772.23	7377636.39	2170383.68	6314794.99	-6212.27969	53.8356799	-90.0649202	96.4416501	1878.52248	-73.7711956	-9.93561257	-88.9277044	2145.48544	2470.87618	10.5171097	29.7182763	53.0095309	471.603546	-12.854671	19.7528038	-14.8490112	-3979.13258	-5173.55557
8.43734947	439.623468	3029.34452	4617.76779	-5290.055	2601.77484	3434285.39	2812619.58	617.447519	5543309.44	4411426.36	2479271.14	9227838.39	7451851.36	5933058.04	673.348927	5525777.29	5766606.5	6075339.63	1462422.75	8873415.44	8865850.81	2752218.89	-6410.94883	-88.4364081	-19.8070499	98.4528425	1393.72832	36.62084	-56.6053904	-97.4102089	4528.74074	-2886.60576	-40.6909568	64.9003337	78.7989162	2869.86591	96.4824148	30.6999151	-98.5956206	-9767.91242	-1887.35418
56.777096	3965.08921	3569.43217	2666.92776	-53.2751418	4467.95483	1142576.56	8524695.92	594.402486	2311657.47	2808697.0	3490491.97	5791472.85	8185955.77	2142070.27	904.648778	7835547.16	2907270.86	3370976.64	4455492.16	1054650.28	2724232.43	1307012.31	1720.4273	34.0880127	58.4712326	29.2823552	-7983.49914	68.2796178	-8.32923057	47.9130176	-6867.16501	-3510.46298	-59.6199323	72.9579303	-3.10580364	5597.12696	-6.7751271	-19.9209901	83.1483575	952.426023	2438.74887
6.86343884	4844.80365	717.543892	1862.33675	2936.69765	801.161243	8892257.38	4044129.34	46.2616316	9742796.84	3031888.74	3683905.79	5800185.68	2597498.24	2919705.62	39.7925677	1522422.71	6519555.67	8477581.35	5690800.46	7486738.55	5929722.26	1557625.65	-6642.65111	2.84177213	46.7074824	-22.2345779	395.564172	-78.4756427	5.63634064	75.513731	7172.15746	3211.78028	47.7725352	21.4934953	-19.7255528	-773.729056	92.5415675	66.9692643	11.5797533	2803.96036	2595.93162
16.0635121	1619.61532	2669.35069	4054.92973	-198.079747	1998.40216	1795826.58	4190132.19	671.880401	3837748.38	8337484.82	9422118.42	5542202.74	7586347.11	6501765.82	543.544098	3210008.23	305005.419	1203536.54	206343.995	1261956.14	9328833.85	4078883.64	-7453.16704	-62.3669765	-23.3632999	-60.6992518	4478.25736	-45.7696506	55.8596137	61.9271706	-2994.08333	-9083.42159	97.0172873	90.5191061	-48.2345618	-3243.03522	-93.189636	-68.8747771	71.5261316	-6185.06287	4151.06039
52.4104933	1569.0678	3466.9639	3416.83633	467.361061	2071.31693	2469125.2	9139928.47	220.989174	5086600.05	8483923.16	352148.473	9444505.47	5954179.02	7235027.37	254.865789	7718911.17	285704.471	1969590.06	1937291.71	6393859.57	892823.281	8953374.55	-1558.7816	65.8661218	-2.27298401	-10.1084832	-5442.07138	50.3082015	54.205783	10.1543728	-5242.58942	-2628.75233	-12.6670011	13.4856217	98.0718314	-3312.88373	-50.0034626	31.9014584	72.5074446	2038.83716	-2688.22484
15.7740218	1494.10521	1953.92934	3944.44673	-2803.19834	4737.78428	6959604.05	8633182.31	713.189871	5619350.66	8645314.54	7045198.05	9623817.16	6393726.8	3512219.08	688.141542	6455185.14	3470987.61	9260778.08	7708211.89	7329800.15	2506168.21	4275780.22	3267.39188	-18.1290671	12.2736642	-39.7275421	-3972.99485	-5.79638176	9.01468007	26.9786458	-261.315662	-3518.88893	29.7649385	46.8744833	-29.8558074	1924.45507	-93.3462836	-67.3643475	21.3989086	-4385.81473	1194.64662
31.967196	201.985939	84.6074723	1411.5485	1010.90144	3429.00826	193857.184	8681344.15	921.86931	3870098.28	4593076.42	7954543.53	6552519.64	5501550.57	8649195.76	623.275669	4741257.1	2291928.42	2128007.69	3406515.2	5060376.67	8962238.57	787037.107	298.681519	-12.7428189	-51.471311	69.644905	7069.7626	-53.4658516	50.6035771	-36.0107593	8537.58707	3755.59985	81.1549965	-86.8413512	28.1661712	9264.079	-32.3150303	5.33398742	-27.8395011	6367.48037	2477.75591
54.2367322	3761.35009	3303.27964	3868.3186	-375.82048	2382.03717	3458786.8	187129.278	439.522678	8340171.98	3939172.04	5760766.84	3951307.05	7627218.64	5599920.8	626.206027	6311784.34	7151238.3	7817541.7	6797579.5	769370.03	605233.92	805748.942	-6501.82708	-49.0087582	-6.01858254	-86.4081972	3963.61548	-91.4832382	-98.3666801	65.9206008	-8386.39778	-5613.65471	74.5127316	73.2500426	-30.3534951	8648.30675	54.5857332	-88.0245742	39.9322641	6640.70852	-393.328979
5.2613905	413.742766	2494.652	3820.09019	3602.48737	1540.88801	4142045.75	6538159.68	23.451575	1602199.88	6468211.67	3156829.51	5810171.8	8254890.37	8683316.53	555.553337	1889503.56	6717231.72	4675902.73	6691113.32	5321865.54	6330132.25	4657953.43	-9686.22529	-30.4554564	71.1462134	57.8902707	-2840.62637	57.4567043	87.6886139	-69.7892994	5524.81753	1577.82648	-36.8527409	-30.478214	-50.7922185	7756.62724	21.7885252	-4.89455077	-44.9021272	-7937.71738	-8072.03917
46.9910769	4983.87108	4590.53314	3755.80602	417.685521	4157.56847	6190922.37	4051459.26	301.564077	6641004.69	5301284.35	4324875.87	8910106.07	9073071.75	6749528.52	316.792215	5458013.4	9548998.74	9237084.66	6076073.8	9121235.41	3071911.71	2256912.48	4346.82069	-37.4351047	-92.1629544	27.5812368	-7198.7681	27.0578915	62.5776074	-93.0584586	-5142.78314	4474.96438	33.8691297	66.6856174	37.4808085	-6345.54883	18.6360237	98.0973632	-74.6025655	-2767.72921	365.088602
24.151272	419.584212	3863.9034	4127.98772	665.400505	1163.20716	7337918.09	9765143.26	70.5883017	6033156.81	2286949.6	3977830.32	7265609.72	5184177.19	7863208.77	292.657049	2641525.15	478146.305	2154806.22	986311.857	5167729.89	2490298.87	1579027.45	-6725.51011	99.763323	-1.51310593	82.2138785	-9604.61036	-0.70036341	-56.9847267	-33.935957	4768.63053	-4412.1703	87.129843	82.6604684	-68.9566019	1076.55853	5.96584221	-66.7866977	-62.6099929	9292.94227	3366.77405
24.3902367	508.472086	2767.73534	3233.36548	-5802.34955	660.678362	7132725.24	2850101.19	938.183105	9268549.64	836507.311	4717521.23	7189453.92	8245688.61	7340059.74	764.893673	6738086.29	2533840.34	9455784.73	7849657.87	2370531.25	8974775.47	9743312.15	716.997857	43.1302129	8.62893417	-83.5012946	2544.41049	-2.46290517	69.7960062	15.2056615	-3276.59751	-3543.5875	73.8315361	-46.7385779	76.6590113	7199.67038	-40.5043549	33.4318864	21.620696	-3049.36951	4975.03889
44.6905952	4204.82578	4335.7412	4476.9948	-211.226775	2610.97393	3353017.53	6205549.08	561.031212	6468320.89	2125285.09	6103673.09	5121941.36	2494101.06	8294747.22	837.082963	8377214.28	3565987.7	3731090.12	4145229.99	3522532.94	9984104.7	9689799.2	6473.01112	-12.8687792	84.8501357	-14.7614198	5770.17087	0.835890192	69.7289834	-43.7117212	2358.93444	55.4240298	48.3551412	-24.484518	98.4293125	-5518.81064	9.14012309	83.4999007	4.14582767	4017.39542	7937.32801
46.886831	4098.87084	2727.13041	3794.23836	354.065895	2400.11774	4956973.86	7727775.65	174.624965	7938785.3	6191511.09	7738006.09	9474521.77	1158600.95	3079790.83	86.8152678	3378577.88	2196770.11	4859753.99	2640398.13	6811914.73	3459895.39	720876.041	-7979.17336	92.0882225	66.3221359	6.97104931	3072.50857	84.2567563	-30.9111655	-59.0673685	7873.78311	-2734.2999	56.5043211	-64.0934736	-29.5925319	-7135.18292	29.264462	-94.3281323	-72.4796563	9256.32238	-1006.49238
5.84835332	1770.45536	430.412851	2438.96783	-5026.35843	2790.56365	7076001.7	8625091.06	338.4157	5519326.28	4143527.55	3520904.01	3890440.17	2034828.7	3245355.64	242.000619	8318538.27	1118426.48	8571081.24	5960466.84	9441803.31	5778275.42	6392560.23	-2223.80571	71.0565157	-18.8661229	-3.48370761	1771.2485	-66.7440468	-10.7284549	-89.1488021	-5890.38072	-4.31106726	-58.0641377	87.0106579	-91.8301963	3793.88645	22.0415914	57.4683535	58.1194983	-4320.63421	-9558.52562
53.6509914	140.631293	4689.99423	1694.20221	-1873.81438	3167.00617	5162332.66	400664.677	489.604937	4307506.99	858594.952	3317170.38	3298025.88	9525640.73	9081899.17	189.694961	8838383.05	2784591.71	5224796.07	8283519.44	2919568.23	9590641.94	9783277.45	-2547.83364	-51.1288453	86.5698687	-1.49318832	688.497712	58.0663092	37.6435214	-95.6080144	-404.69931	5936.04615	-16.0528198	-81.4398792	80.4477324	713.693593	65.1582722	96.127335	66.4500214	9490.55717	-7214.93757
52.2709917	1929.44828	4475.10502	4713.32872	405.291564	194.269883	7156883.38	8459172.8	745.320292	9509424.19	7520491.15	9480186.53	4269225.87	6151495.16	4623604.08	934.271361	9441010.45	7972926.01	704915.509	8276353.07	1683056.8	8961327.56	5428759.01	-3812.53843	54.1661093	-38.8840087	46.4877829	-5981.06578	-44.0400719	79.7917302	50.2776442	-8970.17295	-4627.31982	-34.3359833	7.02710303	83.0800437	3617.91913	50.0066279	-1.07683342	0.516869709	-3850.26334	-8122.33083
31.5348405	164.101587	961.831718	3153.46746	4932.31026	2735.78786	4049676.83	9084310.46	521.382661	8950207.29	2362790.43	7693087.49	3733662.46	1213379.69	6508872.88	103.805245	8999355.56	9038174.04	342096.595	3674853.15	9627128.57	4189461.15	7547349.91	-2340.75503	-73.5762982	36.9209431	-50.6774542	-3949.166	-80.5140433	58.176366	-31.5953758	2697.19473	1074.34445	16.8990203	-9.90347825	-78.1882933	-6904.54275	61.4603257	87.1253176	88.2000288	-3454.3583	-5501.73131
27.3723173	1341.85444	1641.80311	1610.27512	-1360.97729	3228.66101	3454310.19	6118070.56	371.849775	9512713.66	7196126.61	6004747.17	2668404.58	5618175.58	9213817.83	82.0087716	8617562.17	3314975.59	9066359.2	4104128.13	1955120.99	2969479.83	7709052.23	-5051.82236	-23.1693625	-61.2413675	-93.9891245	7580.20997	79.5062542	35.2981925	-29.6246469	2288.33795	2841.86244	59.2646122	82.9779983	-38.7253881	-4522.80998	-92.7857578	10.5781913	55.0225735	-5042.58066	5922.37473
9.66549826	669.0595	1815.02108	1973.60389	-842.291713	2478.18745	5725866.38	2012186.06	761.205077	8020519.14	438018.098	7328721.18	414113.15	6845649.43	6431355.4	19.0321468	6188317.51	991168.928	1336251.41	7330576.65	8948095.23	2817402.19	650291.958	842.28754	-76.9222945	99.585259	-14.1537547	-3573.61078	97.0075369	73.1841564	1.71201229	-3950.09279	3122.29276	-85.3223041	24.4027972	15.6439781	536.364317	-46.6890693	42.8066015	71.4192271	3491.91904	-1875.44882
24.2151642	4886.29604	4645.89619	4016.29569	-91.44485	2590.97397	1066890.28	4920364.16	863.648832	6519370.31	7956343.46	5240190.54	3368084.89	4977441.89	1207724.97	234.428644	3369584.53	5638448.1	4511968.84	4084105.94	1925465.15	6360943.95	6382990.29	-1552.549	-12.3537064	90.4423237	55.7780623	5856.54616	76.5487194	-14.4628763	-32.9255402	5598.22083	-8236.23613	48.0422139	70.7386255	-36.8538499	-3273.11337	20.0398326	-96.8060091	66.3157463	-5690.988	-7858.09159
29.4025492	423.263281	4765.40666	3795.06291	-6300.2888	1176.48914	9162206.73	1188531.41	712.069881	7036546.13	6372616.4	9364464.14	9804649.63	8671011.88	4403328.92	35.0080222	3615418.31	4015191.99	5837964.98	4641318.96	3898835.88	2373642.45	8261696.23	-6572.25606	62.2746661	-5.65341784	-40.9394147	4602.12794	-71.9584006	-7.9113201	-71.0066396	1974.03647	-8521.41692	-15.7968884	98.7227734	-96.901232	5337.84535	51.1851078	57.0643861	-65.8069401	3333.09628	-1941.06016
24.8894224	2723.07397	607.354296	4118.24457	243.275785	3435.10752	9587670.54	2729457.39	939.023686	2741308.82	2074069.27	8463702.18	7541711.98	3558979.9	3467105.52	775.719329	8269295.37	2650743.61	7849734.31	6780909.62	8336120.52	7851432.93	9151533.59	-6423.31507	-41.9250522	84.2101405	18.2553728	4588.54135	-83.0427262	23.4252894	50.2364339	8446.86427	-316.0076	-40.0490492	-19.2060287	64.0768395	7842.68496	-39.895649	79.7204503	-16.2677437	8599.04188	-2257.83027
4.14592602	651.220521	2643.01213	4105.72262	1667.06552	1974.9105	1454388.54	4963154.68	695.480161	2726144.99	7754932.31	3203758.59	9983302.34	1903575.05	8082617.49	494.933811	2327994.23	8770950.51	4934022.7	4892656.36	792579.722	841795.714	5314365.93	-1462.05604	21.0705862	-9.10919778	-71.3696969	7659.78337	-55.0203842	-42.1828796	18.5524565	9414.38898	-5601.7522	-44.4669579	-16.5472142	96.8836254	-5390.39769	89.619454	-49.5355135	-61.8170629	4351.6228	8025.08331
10.0567946	3185.99436	927.59641	1643.46239	3087.96832	3639.80782	8088751.2	8122132.87	122.113847	7407222.07	7630068.35	7427311.61	9804166.74	5827754.29	7914389.33	545.733586	5466770.45	1426217.17	3674132.93	6672461.75	8927175.4	2065482.87	9831423.45	191.699362	71.624451	-60.8724382	29.6413935	2341.46621	50.0970207	74.4401976	-36.685619	-7856.10457	-4998.1522	-20.9206498	-97.3831086	-70.2939689	-2921.76225	-34.4078939	-96.0815177	-13.3262348	672.410734	7628.34643
45.4888519	3482.91212	684.50725	2572.33252	2825.26703	3625.60764	1848065.91	2785792.08	661.349004	3185660.74	9183543.4	3571233.97	995966.088	3176758.24	9254477.94	114.129094	8148809.94	4548344.49	3412453.72	7295406.8	8983489.67	8956398.81	1854794.77	5870.1327	-97.5258761	61.3052485	47.3934744	-1354.8658	-16.7990567	29.4966541	82.7491436	-1711.59854	-7600.46753	40.0733361	-6.80624088	-56.1264122	-897.183064	31.0617475	56.4275272	-54.1508922	7749.4361	327.617315
4.8427365	619.923298	1222.8521	4629.81634	7938.94768	4168.24725	3433674.97	2772033.67	653.761566	5904639.19	6603327.39	2999194.24	1819805.5	7084047.75	5285234.51	425.601661	2581950.7	1931928.61	1648541.91	5454933.2	6193069.14	4857856.2	903707.884	8916.79645	-14.9536848	12.5373602	10.0239873	-5536.11249	-29.2601526	-0.557619333	13.8491511	-1823.76742	3681.42247	-35.9921277	78.3408523	-64.6741688	420.914888	-34.2098832	89.2626643	21.2574124	4074.42093	1920.41874
7.30246773	406.957653	1031.4971	4698.88325	-1779.39892	3910.21681	871948.016	3338584.16	238.822803	7141723.61	2464037.8	3687613.55	6479935.68	4347998.4	8492211.88	553.286254	7440479.96	660518.299	6833040.2	8306426.65	4172140.23	8429988.83	982963.537	4982.64313	9.92656946	-75.390327	49.1564155	-2946.27011	55.9683561	-55.1587313	28.2691598	-3413.19859	3139.88328	-94.5850343	-61.6360724	-45.6947923	-4453.40097	-65.3568029	30.1618218	81.0548663	7890.83123	1262.71129
20.8206246	3801.01637	70.9396323	4816.48925	6960.76069	2957.63227	1802285.94	7785509.14	779.958809	9586053.34	6478724.73	3543524.54	8808428.09	3304219.76	6094492.77	744.970928	8301087.36	739099.883	3425216.79	9398192.31	4956309.1	1658688.19	4210065.32	-8230.14998	-87.8514707	-15.7802716	-8.3156082	2272.57692	-68.7803391	-67.158741	6.42804418	-1841.08861	5870.819	-59.222647	-68.05679	-55.6113242	-9344.35261	-37.9712606	97.9019387	10.6967652	-6786.27488	-1996.31031
50.4359869	531.77424	2437.84386	2871.97124	9753.95525	4780.15916	3685513.86	3143414.7	694.779603	525860.35	5004484.96	4806586.31	8319877.95	2051382.92	434306.898	165.822955	8962371.21	5976997.69	4772141.14	9755207.3	3788736.52	8710141.76	5550797.68	-8490.2052	-46.3946112	13.2393201	-37.2201803	6272.98641	-87.1617549	31.4649656	-95.3854236	4144.22548	-4653.97685	-64.8986181	-77.1945204	-42.7517546	5194.54624	41.9949434	-8.81981958	19.4440238	-5647.01645	-8775.26427
30.7166776	348.546517	1566.5524	4479.62736	8639.13894	3514.69192	8915931.1	7674860.96	216.003105	900589.4	4470836.08	8862330.97	9087445.92	4025464.5	9577074.11	294.020414	7617917.64	1944118.68	8402170.42	8729658.31	8559741.48	2666337.22	2472676.81	3586.92765	64.5316243	-94.5749741	-71.9397485	-9793.49697	19.3948388	69.7321653	37.433219	-210.340619	5218.55116	-41.1326647	-79.1759148	-55.3270608	9199.6491	-83.6834803	69.8712826	-99.9713034	-9936.05185	-4230.67272
53.8587928	1950.07657	1180.01222	4745.05866	4331.23589	3969.74439	8245099.45	8839946.07	403.694123	2738260.23	5884859.59	4603464.93	8001579.96	3572874.27	2645317.85	399.725735	3492921.4	9257594.02	3937375.38	7882592.99	7671877.78	4826014.22	9557209.27	112.202168	-58.2917988	8.2472086	-35.1403594	1565.00816	41.4964199	91.1164403	17.8526282	7996.08231	2363.44814	-72.1752554	-2.41570473	33.1092834	5593.27483	-71.0790426	-76.2873515	-70.0957	3016.4361	3762.5885
11.2614422	2570.47262	1599.37521	4630.79904	-141.773003	1815.45777	5004759.3	6488793.08	12.3879263	1122701.58	2149993.28	366991.865	5387231.14	2407560.68	4423087.95	495.540088	3386653.27	9947823.22	1216414.08	6272279.75	3540450.98	5494156.66	8426361.47	2493.32611	-47.9207824	-93.035049	-83.8504489	6098.62567	32.4730007	-73.3494703	12.9681593	1717.34859	-7020.58812	59.1892824	77.8757325	62.1278868	7870.06114	-34.5257639	62.2797433	38.713318	8147.28596	5445.24166
12.5917609	358.30762	316.732873	4564.78571	5379.65577	2782.84962	608234.611	9268580.76	598.051436	281504.222	2554769.65	5430300.87	5279334.07	1916922.81	8682232.3	442.736467	4619450.81	6444026.3	7969388.79	1508801.1	290558.546	7663409.5	8100814.82	4844.60357	28.8710661	-4.375529	-91.6686393	5793.68221	-40.1504522	-78.608863	-99.2493323	1313.66749	9523.01445	-5.17022458	54.6540657	73.9676269	-9546.71992	-73.5355529	-86.744133	47.3975503	9399.06669	935.236477
8.70069289	2159.82778	131.322952	3373.34412	-7184.09345	3976.94981	1177269.5	4494511.0	694.861985	7808806.23	8034762.78	3979939.41	263987.718	5319789.22	9980303.58	866.717552	4008003.17	3706496.83	7251081.64	9509453.31	7850518.3	4682628.16	429731.063	-312.917842	41.9058168	-62.6847481	-63.2786517	4066.43442	-77.0488201	97.3146096	6.46139044	-591.210882	-5117.51782	20.2068388	7.71614836	-84.9080328	-5353.62687	46.5741227	-72.8934985	61.3677508	-3576.44055	171.917197
31.67417	238.604886	446.717573	4710.50382	-3636.7172	2539.69934	6862581.75	2971468.82	364.124477	5788553.75	6820373.15	1673208.89	5368542.49	1121222.95	3929634.3	505.603611	7923641.11	1538103.65	2134629.76	4242692.64	9394275.64	335665.132	7848993.59	527.675152	9.48981047	61.6260886	2.07351446	-7154.17624	10.8287811	-3.17842364	-28.4105957	-9421.59984	957.821608	-30.43558	-47.7554858	10.455668	7758.31819	92.1490908	-91.4108105	84.9375725	5956.72727	8598.15121
46.1201881	922.729363	2006.34856	4175.97387	-254.647774	2103.47732	5835227.75	1419903.97	350.638057	2325493.69	8337631.79	3338000.42	7464156.68	1354380.01	2416783.29	887.225536	9951576.53	1744322.39	831935.865	7220539.12	5392281.57	6886951.39	5220158.75	6253.76403	51.5004929	75.8403885	78.9163104	7888.84972	98.2443276	96.3203421	-64.3424173	1270.36082	-2558.31916	-56.34322	-20.1239215	35.0571637	2286.61236	-52.5361129	-79.2251019	57.3716072	-6838.20005	4250.41091
