tanb	M1	M2	M3	mu	mA	msq2_11	msq2_22	msq2_23	msq2_33	msu2_11	msu2_22	msu2_33	msd2_11	msd2_22	msd2_23	msd2_33	msl2_11	msl2_22	msl2_33	mse2_11	mse2_22	mse2_33	tu_11	tu_12	tu_13	tu_21	tu_22	tu_23	tu_31	tu_32	tu_33	td_11	td_12	td_13	td_21	td_22	td_23	td_31	td_32	td_33	te_33	W	h0	H0	A0	H+	g	chi01	chi02	chi03	chi04	chipm1	chipm2	e1	e2	e3	e4	e5	e6	nu1	nu2	nu3	d1	d2	d3	d4	d5	d6	u1	u2	u3	u4	u5	u6
41.8415795	482.33617	2276.89426	2402.1123	-3742.20886	1209.69588	9527530.52	3520829.0	223.754329	1677464.27	9998697.32	6168536.61	4009738.27	4424812.39	5440789.21	140.783534	5758664.5	9369650.25	8033810.07	8551513.84	6035779.38	259473.764	1107127.89	-9501.61676	-37.3360433	22.2003206	3.5946769	3497.47277	72.5831559	-60.7788189	76.8972232	4995.29448	349.539166	-25.8310681	46.929522	25.8757942	9201.60583	45.1225198	11.7731764	-68.964877	423.634002	2726.34043	85.3866605	125.0637	796.867969	1209.69533	811.581692	2476.36251	482.165456	2302.9181	-3689.10415	3690.22284	2303.07413	3691.16692	498.938277	1073.87738	2455.83841	2848.64584	2923.5367	3073.70265	2845.67341	2934.98347	3070.92111	1231.29864	1949.56534	2156.29887	2345.18171	2383.31779	3135.16728	1133.52371	1833.93779	1921.2027	2552.05043	2937.70097	3372.52627
5.63632981	3501.0841	192.71579	3637.60178	7326.39897	2827.61766	7039648.11	1541049.38	820.93139	6122132.99	4610519.06	349248.042	7951683.46	9449094.44	6058432.19	716.557882	7811636.7	5485667.34	5596237.11	4823155.05	1496826.33	6251321.83	7878159.49	5173.59927	-8.71757081	27.1207896	-30.6759432	-1247.1309	-23.6935035	29.6047877	85.5972804	1786.18052	-8712.30722	71.2235051	66.8873236	87.7957043	-9773.55641	-26.3379115	-78.3049862	-55.494977	8367.013	-4009.58328	85.7466502	125.092903	3167.08677	2827.6441	3168.4082	3636.9511	213.502166	3459.92984	-7260.30022	7260.88831	213.667097	7261.36013	1234.4127	2202.57921	2351.01547	2374.55566	2509.14235	2803.44516	2202.80875	2349.20193	2372.76168	1351.86152	2456.54541	2564.04251	2753.20709	2864.80658	3172.18089	731.930959	1364.90638	2206.34121	2460.6188	2638.39052	2794.11574
5.80899282	520.668078	4772.92383	2695.18269	-8569.57167	1268.85543	5455605.3	9795398.09	527.163696	7317555.04	840920.652	1774163.34	8923368.78	5409327.03	9455733.04	222.745423	8594109.83	7564912.1	8869554.61	2343131.91	452513.414	3239398.92	8328603.14	-2582.86353	-60.439877	23.5264358	65.4549331	690.690821	-67.7734032	52.3194048	-87.1089782	-249.720522	2043.81248	95.7418005	49.2700333	-46.6900693	6963.05811	83.5276778	-28.4292982	4.32396618	-7495.98917	-4728.24022	84.9332045	125.577923	1234.40038	1268.85458	1236.67753	2835.37089	515.695755	4699.67173	-8481.94115	8482.10289	4699.83793	8482.80192	674.314223	1540.29157	1801.03634	2776.64332	2845.15685	3005.22324	1546.90005	2775.16929	3003.83463	2430.25808	2469.11236	2575.54938	2959.26967	3148.84009	3246.12907	1078.15825	1474.59932	2470.14912	2558.81744	2620.33863	3235.79606
41.4582918	3593.95699	2884.91616	4025.19359	83.1663609	1651.50472	7156250.9	1033045.84	940.565646	9541109.62	7176221.83	1345425.82	3606088.03	9004120.65	526795.796	315.804094	5518956.29	9028886.14	3455102.03	3368575.13	7631033.51	7725015.98	8608042.21	-4446.01655	-33.991158	-25.4676461	39.6374226	-6352.93216	-29.3285966	-12.8130198	-86.1333385	8613.36112	341.510773	5.27869463	20.4653502	-24.2691994	-5060.20904	93.9004064	7.49659538	-95.2974644	3949.16177	9562.83569	86.5750196	124.766743	2059.52717	1651.45144	2059.07994	3982.23037	87.1084865	-88.3345024	2866.96938	3554.04974	87.9042182	2867.15023	1861.16187	1893.71364	2770.99866	2787.9426	2810.7148	3032.20659	1871.04072	1894.31863	3032.4675	752.126546	1096.05928	2392.06144	2776.25723	2888.31624	3072.6952	632.560501	1488.57043	1663.6154	2645.18848	2871.11216	2949.55523
29.6222299	4829.55514	82.9589437	3984.18999	-4094.63465	2959.07079	6929186.89	7544716.12	115.846485	7057295.07	9841785.82	8096605.5	8708426.16	5458492.75	1155536.78	507.159889	5144009.27	7594924.78	1513067.27	5889133.2	305139.626	7269275.08	8735010.16	9729.86817	49.4794369	-55.7011813	-38.5665715	3164.44874	9.56671238	62.7579689	-56.8897575	-9410.60577	-8949.6991	-93.2713509	-41.0353661	-21.1150289	-2050.00043	-61.4085346	-13.89516	22.7864623	2048.01202	7654.65856	86.1462504	125.752277	3102.64345	2959.06985	3104.35025	3966.01555	97.5792783	4037.79135	-4038.64064	4780.03812	97.7300951	4039.7203	559.401462	1231.78957	2425.50986	2704.14737	2764.15397	2927.35198	1229.1599	2432.33981	2762.76949	1190.07674	2331.05936	2437.82239	2591.51194	2742.91017	2854.76708	2386.30095	2634.82815	2806.90098	2850.77837	2987.83674	3317.89175
7.25232337	3505.83148	62.0006155	3505.24464	4081.81071	3431.69485	6905642.7	6133413.24	113.112599	1140831.86	9266107.86	7336387.45	7004696.28	6104718.66	3728617.56	804.974973	2334879.85	7067259.08	8577637.59	6545895.31	1852966.81	8513227.67	9773846.15	-7915.19821	-97.0921909	-38.8582766	47.459197	-7230.4818	-35.38149	60.9409571	-90.1367061	831.215382	-2356.40943	-11.1402452	-77.5283694	96.21557	-3082.6658	-72.1314996	-5.76004982	-34.1130912	-4971.79508	-1529.92308	87.2991474	125.177169	3421.03058	3431.69494	3422.04307	3448.46897	67.6720273	3492.11899	-4050.28714	4052.2254	67.8170692	4051.8794	1354.62501	2571.05069	2668.5869	2918.14552	2939.66722	3128.03195	2565.61985	2665.90968	2937.19054	1053.762	1539.06514	1938.88504	2494.72973	2513.01338	2667.57855	1066.60579	2385.51058	2574.32816	2580.45835	2843.77007	3150.15688
12.9711489	62.0011768	1986.99545	2357.27898	7.20381737	1183.39113	1418106.25	1709701.62	458.832413	1322842.14	4041350.17	9307257.31	1981800.51	5169845.25	7868144.37	430.203319	9778774.8	1119040.1	6682147.78	6237199.38	5308711.35	1663360.81	6869753.31	-5422.71823	-39.494431	-16.6955948	73.9566803	5964.22553	90.0557876	-57.909745	-30.2755952	-911.061764	-3138.81695	-67.4717546	-76.3096541	28.5882354	3395.55144	78.0067325	27.9973149	-53.1436414	-5237.08284	4568.12024	85.5459339	125.054193	1038.59737	1183.39112	1042.64546	2370.2533	0.999012065	-19.9194403	77.2559268	1955.37656	6.61452152	1955.54841	1072.79956	1290.53312	2305.6755	2516.46377	2593.89881	2636.98465	1069.3298	2505.24083	2592.27505	1229.34688	1242.03374	1347.45103	2307.94192	2829.88788	3091.7576	1129.83357	1233.488	1306.45923	1404.9203	2096.22179	3087.73971
35.4389255	3731.17529	490.50317	1163.85036	3472.13507	3797.56143	891548.733	9201912.52	201.441005	1750630.53	5455886.27	447015.032	3752369.77	8777702.75	5890897.48	594.755113	1818812.94	6413115.37	5001332.08	2993326.52	9177611.35	9503550.73	2246219.27	1475.95286	-20.4163134	21.3466644	7.66521692	-787.221789	74.8728752	-10.5869174	-57.662496	-200.313926	5253.8538	16.0163403	53.1883121	-94.6259342	-1587.39209	-17.5657332	97.5934148	-67.2459155	4307.35946	-1271.78788	84.9092676	125.65335	3850.48449	3797.56735	3851.83994	1294.00105	529.767006	3438.5099	-3440.72727	3717.1286	529.934638	3442.38593	1467.28543	1740.57556	2242.32288	2539.27717	3031.20713	3084.6067	1731.9721	2240.41589	2537.54311	1015.19394	1389.11664	1489.31666	2454.8609	2990.59675	3069.38682	737.336076	1006.72369	1421.7877	1951.7693	2365.16393	3068.59372
55.599728	83.6259022	1439.18544	259.803947	8788.11479	3610.96533	7570455.53	8692290.75	823.300719	7552568.95	4139999.94	1384084.11	1539486.61	5999344.06	1286956.18	420.413256	6891089.18	1382364.23	9466707.08	7063272.76	8677022.57	8599251.81	9184824.04	-2627.26545	63.1585002	-51.7299831	98.9814997	3089.06674	93.4448481	31.9933057	42.1068907	4465.02566	-5809.99225	-13.2910788	54.018414	9.20779705	-875.538588	-93.1124806	32.7024579	0.48609972	-4663.76662	-1372.91193	84.9182461	124.944007	3591.06338	3611.02157	3580.02242	350.395153	83.3866676	1521.11746	-8793.12929	8793.19579	1521.28318	8793.87694	1203.68125	2299.8607	2692.22557	2931.33245	2945.01344	3088.56069	1200.73607	2670.3	3086.76882	1145.14364	2225.09395	2471.7905	2523.44456	2786.56046	2984.94077	1049.23669	1183.48007	2047.85373	2314.98723	2793.09963	2988.6398
45.7443146	291.674693	3927.87455	2259.40141	316.222906	4741.2414	6231225.27	4196318.01	516.938448	9569859.04	3354274.03	9914145.73	774891.167	6696552.89	6709983.47	58.4668219	7550053.06	3772583.29	4030537.7	6132900.05	2621253.01	7200241.07	7828503.51	7762.90298	28.5621762	19.6883321	-84.1736734	7673.59853	-70.1151222	-47.066462	-65.6974137	800.744295	-7605.64551	78.1714082	-20.6593037	52.1488547	-3072.34645	-80.9375003	30.8167577	43.8956022	5965.60836	562.109947	85.4572299	125.481223	4789.46797	4741.273	4790.00074	2380.82168	278.239893	-331.290116	342.739873	3871.66832	329.6918	3871.83578	1616.52918	1931.36769	1998.05731	2481.38394	2683.02056	2806.6809	1929.62517	1996.36171	2473.2523	2098.06896	2539.9938	2633.86338	2636.16593	2934.93595	3156.34032	971.164183	1789.70791	2044.09097	2617.15419	3150.62505	3217.51818
2.06071987	587.516551	730.205808	3932.73699	4450.15632	4818.56568	5815503.88	5663813.14	124.141743	9284518.56	9780801.01	8704251.18	6232576.72	966248.75	6440064.44	291.411678	1681109.87	6927923.42	2481299.47	3179310.55	5691369.27	9490032.78	5678865.26	-5219.91423	-45.1050192	34.5489082	-63.2560223	-1383.40668	-37.1125769	-1.28514235	86.4155728	8853.79671	-2231.49963	74.8228994	96.3516731	60.1965201	-3576.17944	-60.9618403	77.9324028	-67.2767214	1157.29094	-6975.57749	84.9649995	125.602263	4867.13871	4818.58577	4871.23447	3916.40361	580.8673	770.847844	-4393.82471	4395.51959	771.012507	4395.67071	1584.27835	1772.3442	2368.76739	2388.08484	2640.90211	3083.28833	1582.79145	1790.73935	2639.86639	1097.01129	1407.34503	2472.538	2519.72433	2649.74378	3080.97532	2484.20682	2495.37495	2591.96396	3049.58723	3115.7649	3240.748
17.5096291	3869.82767	114.71712	3914.73857	-4382.50786	2154.06298	6028583.66	781183.923	209.049213	2931741.91	5613724.54	8608054.42	4567812.84	4612001.82	6043714.34	631.922462	5589630.67	1114553.34	115611.849	8240475.15	557245.038	287603.833	6494396.27	9969.29269	-39.8943826	-86.1162513	-13.6847137	-5245.35829	-86.8415843	46.2139298	69.0494264	42.7963062	-2911.38041	-76.6578558	63.2939267	-97.0823235	628.044755	-6.43071113	-48.1290642	-62.3884509	2820.32579	2792.65045	85.4553803	125.14365	2146.75883	2154.06341	2147.12445	3822.94999	130.433429	3843.26134	-4331.52917	4332.48972	130.59194	4332.63726	333.047802	524.169128	738.962717	1056.423	2550.77095	2872.19878	330.829496	1055.27646	2878.15234	794.235756	1648.77048	2161.95824	2315.06388	2482.35471	2482.86417	743.172318	1662.42713	2035.03475	2120.34754	2723.73297	2981.08899
6.3852289	1046.93514	1468.07419	943.19957	9569.09116	1413.81314	4229642.26	8031507.03	407.3375	8955532.59	5482538.79	1704406.76	9769414.65	6398159.96	9502897.17	410.316075	7110970.82	4409769.29	2669821.57	5156011.26	5488757.87	6512411.62	6108735.77	-5844.91929	39.8619318	50.535016	22.2444393	-3882.10417	-61.8374747	-5.23672652	68.3690212	2343.9944	-7982.13494	35.7335287	-0.27208111	-96.3326113	-3792.91228	70.5657508	-35.5605976	-27.7782897	426.144133	-4903.81777	86.4648085	125.413783	1673.37041	1413.81524	1673.87043	1136.98876	1038.07044	1540.30579	-9500.91552	9501.337	1540.4744	9501.8492	1662.5268	2121.05055	2228.97965	2344.77115	2389.80789	2553.90987	1660.89293	2119.68276	2288.97053	2110.02999	2565.57198	2639.1953	2698.76041	2880.19271	3117.36261	1342.16791	2007.10014	2375.83888	2463.48966	2676.04429	2889.0705
19.6314342	2457.43796	421.981758	1554.09996	-6924.53355	2050.11429	3966475.26	5204953.82	936.164975	9114227.21	1978418.28	3405631.27	7223089.09	5866604.06	4887105.1	52.673988	5449849.57	9855928.07	982714.094	3944988.0	8969996.14	2018352.99	1068600.4	-3130.02944	21.0044384	49.7272611	-31.2159538	2175.45986	-68.6012626	-70.8864778	74.89115	8845.91341	1271.88206	97.4792957	-48.7274647	-55.4469287	6198.44794	24.4122028	64.7560835	-96.7132591	1744.26675	550.528765	85.0026905	125.743267	2158.30529	2050.11506	2161.71717	1746.28889	465.358457	2422.28339	-6838.79765	6839.03565	465.522784	6839.62282	973.954007	1001.39545	1433.10261	1966.82481	3001.78547	3149.78928	997.913298	1992.83448	3148.40448	2062.33322	2225.69273	2267.59891	2345.4306	2475.46236	2696.62471	1472.23093	1907.17579	2047.25082	2084.51826	2353.78984	2735.54374
11.0203125	3761.00561	2452.02657	4973.75091	10.869503	4951.59967	8724854.23	5130682.41	60.8826689	7931893.88	5534785.94	9705985.74	8901000.28	5663826.32	3038082.3	616.606295	1382743.61	9009169.12	1924711.01	1028814.62	6141669.59	2664987.18	5106865.82	9568.6841	88.3383036	30.7127476	-92.8220056	-8872.81857	62.8420115	84.2501163	-78.207235	9789.74581	1652.81296	-43.1796491	-33.0653548	-68.126744	-7166.17733	18.2617307	2.6345253	35.1063609	2676.23067	5828.03011	85.3172292	124.932241	5155.62686	4951.60056	5156.4732	4878.84082	7.52361481	-9.38618457	2479.68884	3711.79138	8.2918438	2479.84573	1127.82487	1439.25525	1643.09251	2288.27573	2487.82501	3030.13457	1074.55399	1437.22865	3029.00533	1221.04615	1788.03044	2363.10185	2442.99962	2706.06821	3050.66378	2286.66718	2317.57122	2398.93399	2887.41151	3131.05847	3244.37011
40.9017174	2322.21267	665.970031	2889.93543	5261.86824	2879.87948	6903734.18	9783468.62	664.43336	7450639.47	9042902.62	2230574.1	5509390.44	9859161.0	4279245.42	438.068926	6939643.23	7227565.36	3587038.57	2588747.65	1294059.94	619819.164	2462537.86	4135.16998	-48.841548	13.1703734	-43.6031818	6134.06062	18.4677958	-37.9741192	-81.5792069	8737.29587	8083.21714	-15.9993351	-67.2064871	89.2584324	3577.32177	87.8415942	-54.3464899	-21.4397013	-6431.37574	-701.047182	84.9635433	125.676749	2864.38366	2879.87938	2865.33316	3003.89567	723.972391	2292.98965	-5191.13893	5191.19183	724.136898	5191.80967	806.966172	1152.69589	1379.41457	1640.67268	1902.638	2697.45433	1614.56776	1900.73076	2696.02976	2172.18422	2551.69267	2719.00663	2727.98011	3214.52528	3218.5475	1578.7463	1982.79379	2668.87762	2697.56491	3114.64782	3229.31969
34.9586487	525.734622	2479.56058	4448.19821	-5818.3071	3281.08602	4037659.19	3932970.34	119.059809	8537109.22	5548636.72	3034948.02	7187339.78	5302965.52	9114611.06	72.1260011	4361473.08	9785702.58	2349608.6	9129099.02	1205456.81	5286393.21	8232651.74	3758.93354	-24.3181109	-62.1263653	85.6256008	-4990.86618	-93.1352824	-53.5266012	25.1926064	-3164.58881	-5892.95119	51.5611649	-73.4111816	93.4794784	-8806.69303	-43.9499676	-13.9082491	-67.7549332	-8148.92665	-7416.15713	85.3700689	125.719346	3487.29576	3281.11551	3489.02552	4377.04028	522.111383	2503.63168	-5714.65856	5715.29554	2503.79294	5716.01628	1098.65259	1577.80805	2300.58712	2916.0	3084.18911	3152.98391	1575.12004	3045.49219	3151.44294	2098.182	2112.60499	2126.55063	2385.91087	2912.18696	3106.5498	1717.58602	2079.18426	2185.82438	2477.46854	2695.87363	2929.64826
57.5565053	958.767524	398.375811	2845.37243	6241.19401	4228.77414	9566248.22	4823578.21	667.073667	4641269.69	6940112.31	5512395.08	3849348.84	5837661.52	2580190.89	338.376015	2400888.65	4958118.85	7304110.66	2584167.97	5123238.46	9769042.66	7919569.55	7965.62076	-2.84389853	22.4667311	-12.3846471	1465.60907	-15.1038885	44.357729	-72.0160842	1548.44046	2024.95217	-83.1464216	88.0141377	-43.8069522	4208.56833	-99.2705246	15.1400089	64.4753218	804.915428	-235.83591	84.9892845	124.857926	4310.09863	4228.7871	4308.17792	2888.59147	441.154384	957.23069	-6192.91367	6193.01669	441.320344	6193.83699	1483.05449	2233.96987	2264.91514	2630.95764	2710.86065	3127.45014	1612.56239	2232.53524	2709.71214	1546.99106	1685.60178	2078.90747	2277.73493	2489.60221	3160.09848	1841.96952	2097.86238	2262.83252	2435.94386	2625.97114	3228.92503
24.2481568	812.027819	272.346224	3247.74852	859.109163	1972.2849	2173486.09	3530778.91	914.199948	5680434.39	6096374.09	2830516.27	9788497.42	8390344.38	8438352.47	96.709244	320495.045	8818495.76	3168613.08	8946290.42	8962670.21	7886385.6	8763896.67	-3089.39576	3.52951288	70.4733849	62.8553867	-4822.69764	-91.6687839	-10.5664432	38.669467	-9048.50632	281.717777	88.4805918	-23.9868462	76.373744	-5579.22512	-72.88481	-74.2802888	61.7978454	-1750.53895	-1972.20743	85.5222793	125.138401	2025.99457	1972.28363	2027.91535	3278.44198	296.606339	797.961533	-878.427111	888.746883	296.793047	884.43024	1785.24096	2812.18769	2953.8297	2978.14492	2995.39309	2997.66494	1782.82986	2976.57277	2998.04555	746.221926	1605.71478	1999.3031	2342.9642	2996.40766	3004.57202	1587.90941	1687.12323	2099.77013	2231.06127	2584.05889	2882.16579
